Name,Symbol,Side,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
,VIXW250827P00015000,Buy,Cancelled,0,100,,0.000,DAY,07/31/2025 10:44:55 EDT,
VIXW Vertical,,Sell,Cancelled,0,100,@0.300,0.0000000000,DAY,07/31/2025 10:41:10 EDT,
,VIXW250827P00016000,Sell,Cancelled,0,100,,0.000,DAY,07/31/2025 10:41:10 EDT,
,VIXW250827P00015000,Buy,Cancelled,0,100,,0.000,DAY,07/31/2025 10:41:10 EDT,
MSFT Strangle,,Sell,Filled,1,1,@21.6200000000,21.6200000000,DAY,07/31/2025 10:11:37 EDT,07/31/2025 10:12:14 EDT
,MSFT250829C00525000,Sell,Filled,1,1,@19.70,19.70,DAY,07/31/2025 10:11:37 EDT,07/31/2025 10:12:14 EDT
,MSFT250829P00500000,Sell,Filled,1,1,@1.92,1.92,DAY,07/31/2025 10:11:37 EDT,07/31/2025 10:12:14 EDT
SPOT Vertical,,Buy,Filled,1,1,@24.7000000000,24.7000000000,DAY,07/31/2025 10:03:35 EDT,07/31/2025 10:03:35 EDT
,SPOT250801P00705000,Buy,Filled,1,1,@59.54,59.54,DAY,07/31/2025 10:03:35 EDT,07/31/2025 10:03:35 EDT
,SPOT250801P00680000,Sell,Filled,1,1,@34.84,34.84,DAY,07/31/2025 10:03:35 EDT,07/31/2025 10:03:35 EDT
MSFT Strangle,,Sell,Cancelled,0,1,@80.00,0.0000000000,GTC,07/31/2025 02:44:18 EDT,
,MSFT250829C00525000,Sell,Cancelled,0,1,,0.000,GTC,07/31/2025 02:44:18 EDT,
,MSFT250829P00500000,Sell,Cancelled,0,1,,0.000,GTC,07/31/2025 02:44:18 EDT,
MSFT Strangle,,Buy,Filled,1,1,@17.1800000000,17.1800000000,DAY,07/30/2025 11:03:09 EDT,07/30/2025 11:03:24 EDT
,MSFT250829C00525000,Buy,Filled,1,1,@8.98,8.98,DAY,07/30/2025 11:03:09 EDT,07/30/2025 11:03:24 EDT
,MSFT250829P00500000,Buy,Filled,1,1,@8.20,8.20,DAY,07/30/2025 11:03:09 EDT,07/30/2025 11:03:24 EDT
SOFI Vertical,,Buy,Filled,10,10,@1.4400000000,1.4400000000,DAY,07/30/2025 10:09:28 EDT,07/30/2025 10:09:28 EDT
,SOFI250801C00020000,Buy,Filled,10,10,@1.53,1.53,DAY,07/30/2025 10:09:28 EDT,07/30/2025 10:09:28 EDT
,SOFI250801C00023000,Sell,Filled,10,10,@0.090,0.090,DAY,07/30/2025 10:09:28 EDT,07/30/2025 10:09:28 EDT
SBUX250801P00090000,SBUX250801P00090000,Sell,Filled,2,2,@1.4700000000,1.4700000000,DAY,07/29/2025 09:39:38 EDT,07/29/2025 09:39:38 EDT
UPS250801P00099000,UPS250801P00099000,Sell,Filled,2,2,@4.6000000000,4.6000000000,DAY,07/29/2025 09:38:52 EDT,07/29/2025 09:38:52 EDT
UPS250801P00099000,UPS250801P00099000,Buy,Filled,2,2,@2.3600000000,2.3600000000,DAY,07/28/2025 14:46:30 EDT,07/28/2025 14:46:31 EDT
SPOT Vertical,,Sell,Filled,1,1,@12.2200000000,12.2200000000,DAY,07/28/2025 14:05:44 EDT,07/28/2025 14:05:44 EDT
,SPOT250801P00705000,Sell,Filled,1,1,@33.92,33.92,DAY,07/28/2025 14:05:44 EDT,07/28/2025 14:05:44 EDT
,SPOT250801P00680000,Buy,Filled,1,1,@21.70,21.70,DAY,07/28/2025 14:05:44 EDT,07/28/2025 14:05:44 EDT
SOFI Vertical,,Sell,Filled,10,10,@1.1400000000,1.1400000000,DAY,07/28/2025 14:03:01 EDT,07/28/2025 14:04:30 EDT
,SOFI250801C00020000,Sell,Filled,10,10,@1.48,1.48,DAY,07/28/2025 14:03:01 EDT,07/28/2025 14:04:30 EDT
,SOFI250801C00023000,Buy,Filled,10,10,@0.340,0.340,DAY,07/28/2025 14:03:01 EDT,07/28/2025 14:04:30 EDT
SBUX250801P00090000,SBUX250801P00090000,Buy,Filled,2,2,@1.4400000000,1.4400000000,DAY,07/28/2025 13:37:12 EDT,07/28/2025 13:37:40 EDT
VIXW Vertical,,Buy,Filled,150,150,@1.4500000000,1.4500000000,GTC,07/24/2025 11:05:15 EDT,07/28/2025 11:51:42 EDT
,VIXW250730P00017000,Buy,Filled,150,150,@1.58,1.58,GTC,07/24/2025 11:05:15 EDT,07/28/2025 11:51:42 EDT
,VIXW250730P00015000,Sell,Filled,150,150,@0.130,0.130,GTC,07/24/2025 11:05:15 EDT,07/28/2025 11:51:42 EDT
VIXW250730P00015000,VIXW250730P00015000,Buy,Filled,100,100,@0.0600000000,0.0600000000,DAY,07/24/2025 10:41:53 EDT,07/24/2025 10:42:06 EDT
VIXW Vertical,,Sell,Filled,150,150,@0.7000000000,0.7000000000,DAY,07/24/2025 10:15:47 EDT,07/24/2025 10:15:47 EDT
,VIXW250730P00017000,Sell,Filled,150,150,@0.760,0.760,DAY,07/24/2025 10:15:47 EDT,07/24/2025 10:15:47 EDT
,VIXW250730P00015000,Buy,Filled,150,150,@0.060,0.060,DAY,07/24/2025 10:15:47 EDT,07/24/2025 10:15:47 EDT
VIX Vertical,,Buy,Cancelled,0,10,@0.150,0.0000000000,GTC,07/23/2025 13:49:46 EDT,
,VIX250820C00018000,Buy,Cancelled,0,10,,0.000,GTC,07/23/2025 13:49:46 EDT,
,VIX250820C00019000,Sell,Cancelled,0,10,,0.000,GTC,07/23/2025 13:49:46 EDT,
VIX Vertical,,Buy,Filled,100,100,@2.5700000000,2.5700000000,GTC,07/23/2025 13:49:15 EDT,07/30/2025 10:05:15 EDT
,VIX250917C00015000,Buy,Filled,100,100,@4.77,4.77,GTC,07/23/2025 13:49:15 EDT,07/30/2025 10:05:15 EDT
,VIX250917C00020000,Sell,Filled,100,100,@2.20,2.20,GTC,07/23/2025 13:49:15 EDT,07/30/2025 10:05:15 EDT
VIX Vertical,,Buy,Filled,110,110,@0.6700000000,0.6700000000,GTC,07/23/2025 13:48:47 EDT,07/23/2025 15:43:14 EDT
,VIX250820C00018000,Buy,Filled,110,110,@1.61,1.61,GTC,07/23/2025 13:48:47 EDT,07/23/2025 15:43:14 EDT
,VIX250820C00021000,Sell,Filled,110,110,@0.940,0.940,GTC,07/23/2025 13:48:47 EDT,07/23/2025 15:43:14 EDT
DJT Vertical,,Buy,Cancelled,0,40,@4.20,0.0000000000,GTC,07/21/2025 13:34:12 EDT,
,DJT250829P00024000,Buy,Cancelled,0,40,,0.000,GTC,07/21/2025 13:34:12 EDT,
,DJT250829P00019000,Sell,Cancelled,0,40,,0.000,GTC,07/21/2025 13:34:12 EDT,
VIXW Vertical,,Buy,Cancelled,0,100,@0.030,0.0000000000,DAY,07/21/2025 12:36:34 EDT,
,VIXW250723C00018000,Buy,Cancelled,0,100,,0.000,DAY,07/21/2025 12:36:34 EDT,
,VIXW250723C00019000,Sell,Cancelled,0,100,,0.000,DAY,07/21/2025 12:36:34 EDT,
VIX Vertical,,Buy,Cancelled,0,110,@0.550,0.0000000000,GTC,07/21/2025 12:22:39 EDT,
,VIX250820C00018000,Buy,Cancelled,0,110,,0.000,GTC,07/21/2025 12:22:39 EDT,
,VIX250820C00021000,Sell,Cancelled,0,110,,0.000,GTC,07/21/2025 12:22:39 EDT,
VIXW Vertical,,Buy,Cancelled,0,100,@0.050,0.0000000000,DAY,07/17/2025 13:04:13 EDT,
,VIXW250723C00018000,Buy,Cancelled,0,100,,0.000,DAY,07/17/2025 13:04:13 EDT,
,VIXW250723C00019000,Sell,Cancelled,0,100,,0.000,DAY,07/17/2025 13:04:13 EDT,
VIXW250723P00017000,VIXW250723P00017000,Sell,Filled,300,300,@0.1215333333,0.1215333333,GTC,07/16/2025 14:23:36 EDT,07/22/2025 10:29:27 EDT
VIXW250723P00017000,VIXW250723P00017000,Sell,Cancelled,0,300,@2.00,,GTC,07/16/2025 14:23:36 EDT,
VIXW250723P00017000,VIXW250723P00017000,Buy,Filled,300,300,@0.1900000000,0.1900000000,DAY,07/16/2025 12:36:31 EDT,07/16/2025 12:36:32 EDT
VIXW250723P00017000,VIXW250723P00017000,Buy,Cancelled,0,600,@0.100,,DAY,07/16/2025 12:27:16 EDT,
VIXW Vertical,,Buy,Cancelled,0,150,@4.31,0.0000000000,DAY,07/16/2025 11:36:41 EDT,
,VIXW250723P00025000,Buy,Cancelled,0,150,,0.000,DAY,07/16/2025 11:36:41 EDT,
,VIXW250723P00020000,Sell,Cancelled,0,150,,0.000,DAY,07/16/2025 11:36:41 EDT,
VIXW Vertical,,Buy,Cancelled,0,150,@2.00,0.0000000000,DAY,07/16/2025 11:33:02 EDT,
,VIXW250723P00025000,Buy,Cancelled,0,150,,0.000,DAY,07/16/2025 11:33:02 EDT,
,VIXW250723P00020000,Sell,Cancelled,0,150,,0.000,DAY,07/16/2025 11:33:02 EDT,
VIXW Vertical,,Sell,Filled,100,100,@0.5100000000,0.5100000000,DAY,07/16/2025 11:30:22 EDT,07/16/2025 11:30:22 EDT
,VIXW250723C00018000,Sell,Filled,100,100,@1.81,1.81,DAY,07/16/2025 11:30:22 EDT,07/16/2025 11:30:22 EDT
,VIXW250723C00019000,Buy,Filled,100,100,@1.30,1.30,DAY,07/16/2025 11:30:22 EDT,07/16/2025 11:30:22 EDT
VIX Vertical,,Buy,Cancelled,0,50,@0.300,0.0000000000,DAY,07/16/2025 11:20:55 EDT,
,VIX250820P00018000,Buy,Cancelled,0,50,,0.000,DAY,07/16/2025 11:20:55 EDT,
,VIX250820P00014500,Sell,Cancelled,0,50,,0.000,DAY,07/16/2025 11:20:55 EDT,
DJT Vertical,,Buy,Filled,25,25,@1.2000000000,1.2000000000,GTC,07/16/2025 11:18:03 EDT,07/23/2025 13:19:29 EDT
,DJT250725C00018000,Buy,Filled,25,25,@1.39,1.39,GTC,07/16/2025 11:18:03 EDT,07/23/2025 13:19:29 EDT
,DJT250725C00020000,Sell,Filled,25,25,@0.1896,0.1896,GTC,07/16/2025 11:18:03 EDT,07/23/2025 13:19:29 EDT
DJT Vertical,,Sell,Cancelled,25,75,@0.6500000000,0.6500000000,DAY,07/16/2025 10:18:00 EDT,07/16/2025 10:18:26 EDT
,DJT250725C00018000,Sell,Cancelled,25,75,@0.880,0.880,DAY,07/16/2025 10:18:00 EDT,07/16/2025 10:18:26 EDT
,DJT250725C00020000,Buy,Cancelled,25,75,@0.230,0.230,DAY,07/16/2025 10:18:00 EDT,07/16/2025 10:18:26 EDT
VIX Vertical,,Sell,Filled,50,50,@1.0100000000,1.0100000000,DAY,07/16/2025 09:55:13 EDT,07/16/2025 09:55:33 EDT
,VIX250820P00018000,Sell,Filled,50,50,@1.08,1.08,DAY,07/16/2025 09:55:13 EDT,07/16/2025 09:55:33 EDT
,VIX250820P00014500,Buy,Filled,50,50,@0.070,0.070,DAY,07/16/2025 09:55:13 EDT,07/16/2025 09:55:33 EDT
VIX250716P00016500,VIX250716P00016500,Sell,Filled,75,75,@0.1200000000,0.1200000000,DAY,07/14/2025 15:27:42 EDT,07/14/2025 15:27:42 EDT
VIXW250723P00014500,VIXW250723P00014500,Sell,Cancelled,0,200,@0.040,,DAY,07/14/2025 13:49:19 EDT,
VIX250716P00016500,VIX250716P00016500,Sell,Cancelled,0,75,0.100,,DAY,07/14/2025 13:25:09 EDT,
VIX250716P00016500,VIX250716P00016500,Sell,Cancelled,0,75,@0.250,,DAY,07/14/2025 13:25:09 EDT,
VIX250716P00016500,VIX250716P00016500,Buy,Filled,75,75,@0.1400000000,0.1400000000,DAY,07/14/2025 13:18:57 EDT,07/14/2025 13:21:51 EDT
DJT Condor,,Sell,Filled,40,40,@-0.8447500000,-0.8447500000,DAY,07/14/2025 09:33:28 EDT,07/14/2025 09:33:28 EDT
,DJT250718P00019000,Sell,Filled,40,40,@0.720,0.720,DAY,07/14/2025 09:33:28 EDT,07/14/2025 09:33:28 EDT
,DJT250718P00024000,Buy,Filled,40,40,@5.65,5.65,DAY,07/14/2025 09:33:28 EDT,07/14/2025 09:33:28 EDT
,DJT250829P00019000,Buy,Filled,40,40,@2.61,2.61,DAY,07/14/2025 09:33:28 EDT,07/14/2025 09:33:28 EDT
,DJT250829P00024000,Sell,Filled,40,40,@6.70,6.70,DAY,07/14/2025 09:33:28 EDT,07/14/2025 09:33:28 EDT
VIXW250723P00018000,VIXW250723P00018000,Buy,Filled,200,200,@0.8000000000,0.8000000000,DAY,07/14/2025 08:58:10 EDT,07/14/2025 13:13:12 EDT
VIXW Vertical,,Buy,Cancelled,0,200,@0.290,0.0000000000,DAY,07/14/2025 08:27:16 EDT,
,VIXW250723P00018000,Buy,Cancelled,0,200,,0.000,DAY,07/14/2025 08:27:16 EDT,
,VIXW250723P00014500,Sell,Cancelled,0,200,,0.000,DAY,07/14/2025 08:27:16 EDT,
VIXW Vertical,,Buy,Cancelled,0,300,@1.00,0.0000000000,DAY,07/14/2025 08:11:03 EDT,
,VIXW250723P00025000,Buy,Cancelled,0,300,,0.000,DAY,07/14/2025 08:11:03 EDT,
,VIXW250723P00020000,Sell,Cancelled,0,300,,0.000,DAY,07/14/2025 08:11:03 EDT,
VIX Vertical,,Buy,Filled,25,25,@2.9000000000,2.9000000000,DAY,07/11/2025 14:06:48 EDT,07/11/2025 14:42:45 EDT
,VIX250716P00022000,Buy,Filled,25,25,@5.12,5.12,DAY,07/11/2025 14:06:48 EDT,07/11/2025 14:42:45 EDT
,VIX250716P00019000,Sell,Filled,25,25,@2.22,2.22,DAY,07/11/2025 14:06:48 EDT,07/11/2025 14:42:45 EDT
VIX Vertical,,Buy,Cancelled,0,25,@2.87,0.0000000000,DAY,07/11/2025 13:59:23 EDT,
,VIX250716P00022000,Buy,Cancelled,0,25,,0.000,DAY,07/11/2025 13:59:23 EDT,
,VIX250716P00019000,Sell,Cancelled,0,25,,0.000,DAY,07/11/2025 13:59:23 EDT,
VIXW Vertical,,Buy,Cancelled,0,200,@0.740,0.0000000000,DAY,07/11/2025 13:55:57 EDT,
,VIXW250723P00018000,Buy,Cancelled,0,200,,0.000,DAY,07/11/2025 13:55:57 EDT,
,VIXW250723P00014500,Sell,Cancelled,0,200,,0.000,DAY,07/11/2025 13:55:57 EDT,
VIXW Vertical,,Sell,Filled,200,200,@1.0700000000,1.0700000000,DAY,07/10/2025 13:33:34 EDT,07/10/2025 13:33:34 EDT
,VIXW250723P00018000,Sell,Filled,200,200,@1.10,1.10,DAY,07/10/2025 13:33:34 EDT,07/10/2025 13:33:34 EDT
,VIXW250723P00014500,Buy,Filled,200,200,@0.030,0.030,DAY,07/10/2025 13:33:34 EDT,07/10/2025 13:33:34 EDT
CHYM Vertical,,Sell,Cancelled,0,25,@2.10,0.0000000000,DAY,07/09/2025 13:50:45 EDT,
,CHYM250815P00030000,Sell,Cancelled,0,25,,0.000,DAY,07/09/2025 13:50:45 EDT,
,CHYM250815P00025000,Buy,Cancelled,0,25,,0.000,DAY,07/09/2025 13:50:45 EDT,
VIX Vertical,,Sell,Cancelled,0,70,@0.340,0.0000000000,DAY,07/09/2025 10:38:45 EDT,
,VIX250820P00017000,Sell,Cancelled,0,70,,0.000,DAY,07/09/2025 10:38:45 EDT,
,VIX250820P00016000,Buy,Cancelled,0,70,,0.000,DAY,07/09/2025 10:38:45 EDT,
DJT Vertical,,Sell,Cancelled,0,100,@0.250,0.0000000000,DAY,07/09/2025 10:32:01 EDT,
,DJT250725C00018500,Sell,Cancelled,0,100,,0.000,DAY,07/09/2025 10:32:01 EDT,
,DJT250725C00019000,Buy,Cancelled,0,100,,0.000,DAY,07/09/2025 10:32:01 EDT,
DJT Vertical,,Buy,Filled,40,40,@4.4000000000,4.4000000000,DAY,07/07/2025 13:48:23 EDT,07/07/2025 13:49:09 EDT
,DJT250718P00024000,Buy,Filled,40,40,@5.16,5.16,DAY,07/07/2025 13:48:23 EDT,07/07/2025 13:49:09 EDT
,DJT250718P00019000,Sell,Filled,40,40,@0.760,0.760,DAY,07/07/2025 13:48:23 EDT,07/07/2025 13:49:09 EDT
VIXW Vertical,,Buy,Cancelled,0,150,@3.97,0.0000000000,DAY,07/07/2025 11:31:01 EDT,
,VIXW250723P00025000,Buy,Cancelled,0,150,,0.000,DAY,07/07/2025 11:31:01 EDT,
,VIXW250723P00020000,Sell,Cancelled,0,150,,0.000,DAY,07/07/2025 11:31:01 EDT,
DJT Vertical,,Buy,Filled,100,100,1.0336000000,1.0336000000,DAY,07/03/2025 12:34:08 EDT,07/03/2025 12:34:08 EDT
,DJT250703C00017500,Buy,Filled,100,100,@1.39,1.39,DAY,07/03/2025 12:34:08 EDT,07/03/2025 12:34:08 EDT
,DJT250703C00018500,Sell,Filled,100,100,@0.3604,0.3604,DAY,07/03/2025 12:34:08 EDT,07/03/2025 12:34:08 EDT
VIXW250702P00017000,VIXW250702P00017000,Buy,Cancelled,0,25,@0.270,,DAY,07/01/2025 13:42:23 EDT,
TSM Vertical,,Sell,Cancelled,0,25,@2.35,0.0000000000,DAY,07/01/2025 13:11:12 EDT,
,TSM250703P00227500,Sell,Cancelled,0,25,,0.000,DAY,07/01/2025 13:11:12 EDT,
,TSM250703P00222500,Buy,Cancelled,0,25,,0.000,DAY,07/01/2025 13:11:12 EDT,
DJT Vertical,,Sell,Filled,100,100,@0.4900000000,0.4900000000,DAY,07/01/2025 12:52:36 EDT,07/01/2025 12:52:55 EDT
,DJT250703C00017500,Sell,Filled,100,100,@0.710,0.710,DAY,07/01/2025 12:52:36 EDT,07/01/2025 12:52:55 EDT
,DJT250703C00018500,Buy,Filled,100,100,@0.220,0.220,DAY,07/01/2025 12:52:36 EDT,07/01/2025 12:52:55 EDT
VIXW250702P00017000,VIXW250702P00017000,Sell,Filled,50,50,@0.1600000000,0.1600000000,DAY,07/01/2025 11:51:22 EDT,07/01/2025 12:02:35 EDT
VIXW250702P00017000,VIXW250702P00017000,Sell,Cancelled,0,100,@0.190,,DAY,06/30/2025 11:13:10 EDT,
VIXW250702P00017000,VIXW250702P00017000,Buy,Filled,100,100,@0.2200000000,0.2200000000,DAY,06/30/2025 10:00:42 EDT,06/30/2025 10:01:32 EDT
DJT Vertical,,Sell,Cancelled,0,500,@0.800,0.0000000000,GTC,06/29/2025 14:44:53 EDT,
,DJT250703C00017000,Sell,Cancelled,0,500,,0.000,GTC,06/29/2025 14:44:53 EDT,
,DJT250703C00018000,Buy,Cancelled,0,500,,0.000,GTC,06/29/2025 14:44:53 EDT,
VIX Vertical,,Sell,Cancelled,0,200,@0.970,0.0000000000,DAY,06/27/2025 15:20:09 EDT,
,VIX250820P00018000,Sell,Cancelled,0,200,,0.000,DAY,06/27/2025 15:20:09 EDT,
,VIX250820P00015000,Buy,Cancelled,0,200,,0.000,DAY,06/27/2025 15:20:09 EDT,
DJT Vertical,,Buy,Cancelled,0,50,@0.010,0.0000000000,DAY,06/27/2025 14:51:58 EDT,
,DJT250627C00017500,Buy,Cancelled,0,50,,0.000,DAY,06/27/2025 14:51:58 EDT,
,DJT250627C00018000,Sell,Cancelled,0,50,,0.000,DAY,06/27/2025 14:51:58 EDT,
DJT Vertical,,Buy,Filled,50,50,@0.0500000000,0.0500000000,DAY,06/27/2025 14:07:51 EDT,06/27/2025 14:26:29 EDT
,DJT250627C00017500,Buy,Filled,50,50,@0.060,0.060,DAY,06/27/2025 14:07:51 EDT,06/27/2025 14:26:29 EDT
,DJT250627C00018000,Sell,Filled,50,50,@0.010,0.010,DAY,06/27/2025 14:07:51 EDT,06/27/2025 14:26:29 EDT
VIXW Condor,,Sell,Cancelled,0,300,@0.300,0.0000000000,DAY,06/27/2025 12:31:02 EDT,
,VIXW250723P00020000,Sell,Cancelled,0,300,,0.000,DAY,06/27/2025 12:31:02 EDT,
,VIXW250723P00025000,Buy,Cancelled,0,300,,0.000,DAY,06/27/2025 12:31:02 EDT,
,VIXW250820P00020000,Buy,Cancelled,0,300,,0.000,DAY,06/27/2025 12:31:02 EDT,
,VIXW250820P00025000,Sell,Cancelled,0,300,,0.000,DAY,06/27/2025 12:31:02 EDT,
VIX Condor,,Sell,Cancelled,0,300,@0.100,0.0000000000,DAY,06/27/2025 12:29:15 EDT,
,VIX250716P00031000,Sell,Cancelled,0,300,,0.000,DAY,06/27/2025 12:29:15 EDT,
,VIX250716P00032000,Buy,Cancelled,0,300,,0.000,DAY,06/27/2025 12:29:15 EDT,
,VIX251022P00031000,Buy,Cancelled,0,300,,0.000,DAY,06/27/2025 12:29:15 EDT,
,VIX251022P00032000,Sell,Cancelled,0,300,,0.000,DAY,06/27/2025 12:29:15 EDT,
DJT Vertical,,Buy,Cancelled,0,100,@0.310,0.0000000000,DAY,06/27/2025 11:14:15 EDT,
,DJT250627C00017500,Buy,Cancelled,0,100,,0.000,DAY,06/27/2025 11:14:15 EDT,
,DJT250627C00018000,Sell,Cancelled,0,100,,0.000,DAY,06/27/2025 11:14:15 EDT,
TSM Vertical,,Buy,Filled,12,12,@3.5800000000,3.5800000000,DAY,06/27/2025 10:26:11 EDT,06/27/2025 11:25:50 EDT
,TSM250725C00215000,Buy,Filled,12,12,@17.90,17.90,DAY,06/27/2025 10:26:11 EDT,06/27/2025 11:25:50 EDT
,TSM250725C00220000,Sell,Filled,12,12,@14.32,14.32,DAY,06/27/2025 10:26:11 EDT,06/27/2025 11:25:50 EDT
DJT Vertical,,Buy,Cancelled,0,100,@0.050,0.0000000000,DAY,06/27/2025 10:24:17 EDT,
,DJT250627C00017500,Buy,Cancelled,0,100,,0.000,DAY,06/27/2025 10:24:17 EDT,
,DJT250627C00018000,Sell,Cancelled,0,100,,0.000,DAY,06/27/2025 10:24:17 EDT,
DJT Vertical,,Sell,Filled,100,100,@0.2900000000,0.2900000000,DAY,06/27/2025 10:03:00 EDT,06/27/2025 10:03:30 EDT
,DJT250627C00017500,Sell,Filled,100,100,@0.400,0.400,DAY,06/27/2025 10:03:00 EDT,06/27/2025 10:03:30 EDT
,DJT250627C00018000,Buy,Filled,100,100,@0.110,0.110,DAY,06/27/2025 10:03:00 EDT,06/27/2025 10:03:30 EDT
VIX Vertical,,Buy,Filled,25,25,@2.4200000000,2.4200000000,DAY,06/26/2025 14:11:24 EDT,06/26/2025 15:24:56 EDT
,VIX250716P00022000,Buy,Filled,25,25,@3.85,3.85,DAY,06/26/2025 14:11:24 EDT,06/26/2025 15:24:56 EDT
,VIX250716P00019000,Sell,Filled,25,25,@1.43,1.43,DAY,06/26/2025 14:11:24 EDT,06/26/2025 15:24:56 EDT
TSM Vertical,,Sell,Cancelled,0,20,@2.90,0.0000000000,DAY,06/25/2025 13:36:54 EDT,
,TSM250725P00230000,Sell,Cancelled,0,20,,0.000,DAY,06/25/2025 13:36:54 EDT,
,TSM250725P00225000,Buy,Cancelled,0,20,,0.000,DAY,06/25/2025 13:36:54 EDT,
TSM Vertical,,Buy,Filled,13,13,@3.1100000000,3.1100000000,DAY,06/25/2025 13:33:30 EDT,06/25/2025 13:34:19 EDT
,TSM250725C00215000,Buy,Filled,13,13,@14.52,14.52,DAY,06/25/2025 13:33:30 EDT,06/25/2025 13:34:19 EDT
,TSM250725C00220000,Sell,Filled,13,13,@11.41,11.41,DAY,06/25/2025 13:33:30 EDT,06/25/2025 13:34:19 EDT
VIXW Vertical,,Sell,Cancelled,0,1,@0.710,0.0000000000,DAY,06/24/2025 13:07:36 EDT,
,VIXW250723C00017000,Sell,Cancelled,0,1,,0.000,DAY,06/24/2025 13:07:36 EDT,
,VIXW250723C00018000,Buy,Cancelled,0,1,,0.000,DAY,06/24/2025 13:07:36 EDT,
VIXW Vertical,,Sell,Cancelled,0,450,@0.780,0.0000000000,DAY,06/24/2025 13:05:50 EDT,
,VIXW250723C00017000,Sell,Cancelled,0,450,,0.000,DAY,06/24/2025 13:05:50 EDT,
,VIXW250723C00018000,Buy,Cancelled,0,450,,0.000,DAY,06/24/2025 13:05:50 EDT,
TSM Vertical,,Sell,Filled,25,25,@2.7100000000,2.7100000000,DAY,06/24/2025 11:44:39 EDT,06/24/2025 11:45:02 EDT
,TSM250725C00215000,Sell,Filled,25,25,@11.63,11.63,DAY,06/24/2025 11:44:39 EDT,06/24/2025 11:45:02 EDT
,TSM250725C00220000,Buy,Filled,25,25,@8.92,8.92,DAY,06/24/2025 11:44:39 EDT,06/24/2025 11:45:02 EDT
VIXW Vertical,,Sell,Filled,200,200,@3.9000000000,3.9000000000,DAY,06/24/2025 11:38:47 EDT,06/24/2025 11:39:04 EDT
,VIXW250723P00025000,Sell,Filled,200,200,@5.69,5.69,DAY,06/24/2025 11:38:47 EDT,06/24/2025 11:39:04 EDT
,VIXW250723P00020000,Buy,Filled,200,200,@1.79,1.79,DAY,06/24/2025 11:38:47 EDT,06/24/2025 11:39:04 EDT
VIXW Vertical,,Sell,Filled,100,100,@3.9100000000,3.9100000000,DAY,06/24/2025 11:35:15 EDT,06/24/2025 11:38:00 EDT
,VIXW250723P00025000,Sell,Filled,100,100,@5.70,5.70,DAY,06/24/2025 11:35:15 EDT,06/24/2025 11:38:00 EDT
,VIXW250723P00020000,Buy,Filled,100,100,@1.79,1.79,DAY,06/24/2025 11:35:15 EDT,06/24/2025 11:38:00 EDT
VIX Vertical,,Buy,Filled,50,50,@2.2400000000,2.2400000000,DAY,06/24/2025 11:11:40 EDT,06/24/2025 11:12:13 EDT
,VIX250716P00022000,Buy,Filled,50,50,@3.58,3.58,DAY,06/24/2025 11:11:40 EDT,06/24/2025 11:12:13 EDT
,VIX250716P00019000,Sell,Filled,50,50,@1.34,1.34,DAY,06/24/2025 11:11:40 EDT,06/24/2025 11:12:13 EDT
DJT Vertical,,Buy,Filled,10,10,@3.9000000000,3.9000000000,DAY,06/20/2025 13:23:10 EDT,06/20/2025 13:23:43 EDT
,DJT250620P00022000,Buy,Filled,10,10,@3.91,3.91,DAY,06/20/2025 13:23:10 EDT,06/20/2025 13:23:43 EDT
,DJT250620P00017000,Sell,Filled,10,10,@0.010,0.010,DAY,06/20/2025 13:23:10 EDT,06/20/2025 13:23:43 EDT
DJT Vertical,,Buy,Cancelled,0,10,@2.50,0.0000000000,GTC,06/20/2025 08:03:12 EDT,
,DJT250620P00022000,Buy,Cancelled,0,10,,0.000,GTC,06/20/2025 08:03:12 EDT,
,DJT250620P00017000,Sell,Cancelled,0,10,,0.000,GTC,06/20/2025 08:03:12 EDT,
VIX Vertical,,Sell,Filled,100,100,@1.8600000000,1.8600000000,DAY,06/17/2025 14:29:09 EDT,06/17/2025 14:29:24 EDT
,VIX250716P00022000,Sell,Filled,100,100,@2.85,2.85,DAY,06/17/2025 14:29:09 EDT,06/17/2025 14:29:24 EDT
,VIX250716P00019000,Buy,Filled,100,100,@0.990,0.990,DAY,06/17/2025 14:29:09 EDT,06/17/2025 14:29:24 EDT
VIX Vertical,,Sell,Cancelled,0,750,@0.950,0.0000000000,DAY,06/17/2025 14:19:55 EDT,
,VIX250716P00026000,Sell,Cancelled,0,750,,0.000,DAY,06/17/2025 14:19:55 EDT,
,VIX250716P00025000,Buy,Cancelled,0,750,,0.000,DAY,06/17/2025 14:19:55 EDT,
VIXW Vertical,,Sell,Cancelled,0,100,@6.67,0.0000000000,DAY,06/17/2025 14:17:07 EDT,
,VIXW250702P00028000,Sell,Cancelled,0,100,,0.000,DAY,06/17/2025 14:17:07 EDT,
,VIXW250702P00020000,Buy,Cancelled,0,100,,0.000,DAY,06/17/2025 14:17:07 EDT,
VIX Condor,,Sell,Cancelled,0,350,@0.050,0.0000000000,DAY,06/11/2025 15:49:53 EDT,
,VIX250716P00031000,Sell,Cancelled,0,350,,0.000,DAY,06/11/2025 15:49:53 EDT,
,VIX250716P00032000,Buy,Cancelled,0,350,,0.000,DAY,06/11/2025 15:49:53 EDT,
